"","PlayerId","yr","TmAbbrev","G","A","Hits","Blocked","Missed","SOG","Wrist","Snap","Tip","Back","Slap","Deflected"
"1","","2011",NA,0,0,0,0,0,0,0,0,0,0,0,0
"2","8471276","2011","BOS",22,38,73,43,54,113,53,14,14,13,17,1
"3","8474161","2011","PHI",17,38,56,16,58,163,72,39,2,13,24,1
"4","8469619","2011","BOS",6,20,162,142,60,155,27,37,0,3,87,0
"5","8470596","2011","BOS",16,14,26,8,22,66,24,22,8,5,4,1
"6","8474190","2011","PHI",28,25,139,31,55,166,85,31,12,24,5,6
"7","8470187","2011","BOS",6,10,140,138,74,154,30,22,0,3,98,0
"8","8470638","2011","BOS",16,37,79,56,78,161,76,37,13,20,12,0
"9","8473512","2011","PHI",34,69,71,46,92,198,91,43,6,24,27,3
"10","8466215","2011","BOS",4,21,26,50,56,153,40,34,0,2,77,0
"11","8466333","2011","BOS",5,20,70,82,40,97,25,12,0,3,57,0
"12","8467967","2011","BOS",19,20,81,51,39,93,50,19,5,7,10,1
"13","8470169","2011","BOS",7,10,107,45,26,64,27,9,8,13,3,0
"14","8468534","2011","PHI",0,4,71,84,11,43,18,5,0,3,17,0
"15","8468486","2011","PHI",34,34,195,38,77,181,80,35,12,13,31,10
"16","8475794","2011","BOS",26,33,27,12,85,206,90,54,8,17,36,0
"17","8476177","2011","PHI",26,23,85,57,66,124,55,27,7,10,18,6
"18","8473419","2011","BOS",27,24,68,23,43,134,63,33,8,22,6,2
"19","8471514","2011","BOS",14,27,18,17,52,96,46,28,2,12,5,0
"20","8474037","2011","PHI",12,14,48,23,35,113,49,24,1,17,16,3
"21","8473473","2011","BOS",24,35,209,25,56,111,46,26,14,7,18,0
"22","8471236","2011","PHI",7,16,135,82,36,98,22,20,1,6,47,1
"23","8459424","2011","PHI",1,11,15,27,4,22,3,4,0,0,15,0
"24","8470171","2011","PHI",20,16,152,57,35,88,45,10,9,13,8,0
"25","8474749","2011","BOS",0,0,2,2,1,0,0,0,0,0,0,0
"26","8459670","2011","PHI",5,38,79,122,51,117,32,16,0,3,66,0
"27","8476461","2011","PHI",15,13,89,36,28,105,48,28,1,13,12,3
"28","8474736","2011","PHI",1,7,168,17,17,44,23,6,2,4,4,3
"29","8470230","2011","BOS",8,5,66,22,28,70,28,12,3,3,17,0
"30","8464975","2011","PHI",23,35,65,16,55,154,84,27,5,13,14,2
"31","8465978","2011","BOS",5,7,96,12,35,98,47,21,3,3,22,1
"32","8448208","2011","PHI",20,38,11,13,80,153,73,29,5,17,22,6
"33","8470601","2011","PHI",2,22,176,126,65,106,27,14,0,13,52,0
"34","8475150","2011","BOS",7,8,50,13,11,41,16,11,3,6,4,0
"35","8470640","2011","PHI",6,33,60,151,51,126,47,35,0,4,38,2
"36","8473568","2011","PHI",3,4,65,14,34,55,28,16,3,3,3,2
"37","8465009","2011","BOS",11,39,165,73,79,190,43,31,0,0,114,0
"38","8467351","2011","MTL",1,7,9,8,22,47,22,2,3,9,11,0
"39","8475098","2011","TOR",16,24,102,28,48,78,35,18,9,10,3,2
"40","8474568","2011","TOR",2,18,241,101,40,70,27,12,0,5,25,0
"41","8470602","2011","TOR",11,27,185,114,84,172,39,25,0,4,104,0
"42","8469483","2011","TOR",7,3,152,57,26,62,32,8,6,5,7,4
"43","8476244","2011","MTL",2,11,37,84,32,47,29,2,0,0,16,0
"44","8469474","2011","TOR",1,2,36,5,5,13,2,4,2,1,1,2
"45","8468463","2011","MTL",4,7,59,37,23,59,25,7,2,12,11,1
"46","8468635","2011","MTL",7,7,63,34,15,31,16,1,4,6,2,1
"47","8468695","2011","TOR",8,8,48,29,23,80,35,17,6,15,7,0
"48","8471371","2011","TOR",2,2,113,23,26,49,21,13,1,8,4,0
"49","8470329","2011","MTL",1,6,30,46,15,28,11,1,1,1,14,0
"50","8474157","2011","MTL",27,24,77,29,69,193,127,15,11,25,11,3
"51","8474192","2011","TOR",7,7,76,12,44,79,48,12,4,9,5,0
"52","8473579","2011","TOR",7,16,82,38,70,89,43,19,9,5,10,2
"53","8474125","2011","TOR",4,13,97,132,31,81,41,10,1,3,26,0
"54","8469521","2011","MTL",14,32,52,35,57,152,78,19,4,20,28,2
"55","8471976","2011","MTL",12,33,28,29,22,60,35,3,7,12,3,0
"56","8470603","2011","MTL",17,18,103,7,43,94,46,17,7,11,11,1
"57","8467439","2011","MTL",5,9,27,61,16,32,5,3,0,2,22,0
"58","8471362","2011","TOR",21,26,46,27,61,123,64,21,9,13,15,1
"59","8468639","2011","TOR",5,17,59,102,38,88,41,12,0,0,34,1
"60","8474056","2011","MTL",6,20,80,80,53,156,39,11,0,11,95,0
"61","8459628","2011","MTL",1,11,73,138,17,40,15,1,0,1,23,0
"62","8469500","2011","MTL",17,16,11,14,38,130,65,18,5,10,31,1
"63","8469460","2011","TOR",0,4,88,74,12,24,15,3,0,0,6,0
"64","8467396","2011","MTL",27,20,145,18,49,168,101,21,12,18,12,3
"65","8470324","2011","MTL",2,11,109,199,21,45,26,3,1,0,15,0
"66","8474134","2011","MTL",4,12,41,33,30,69,29,10,0,2,28,0
"67","8473548","2011","TOR",34,42,10,21,85,229,138,57,5,12,16,0
"68","8475372","2011","MTL",0,0,7,4,4,2,1,0,0,0,1,0
"69","8474581","2011","TOR",7,21,46,79,47,63,30,8,0,1,24,0
"70","8470207","2011","TOR",23,40,98,25,61,145,69,29,12,19,7,5
"71","8471679","2011","MTL",0,2,1,0,0,0,0,0,0,0,0,0
"72","8470697","2011","TOR",0,0,31,12,8,24,16,3,0,2,2,0
"73","8467407","2011","MTL",6,5,27,11,38,50,25,6,3,3,11,1
"74","8467329","2011","TBL",21,26,92,28,57,141,69,13,12,17,24,2
"75","8467332","2011","CAR",1,13,98,170,43,79,29,4,0,0,46,0
"76","8475167","2011","TBL",5,16,88,115,41,72,37,7,1,5,22,0
"77","8469462","2011","CAR",17,16,143,22,51,126,60,30,9,20,3,2
"78","8471703","2011","TBL",13,25,85,23,45,110,54,13,8,9,23,3
"79","8470302","2011","CAR",5,6,125,57,44,106,55,21,6,13,5,2
"80","8474091","2011","CAR",15,13,48,77,54,139,59,39,5,19,10,3
"81","8465122","2011","TBL",1,12,111,183,33,56,27,3,0,4,22,0
"82","8467412","2011","CAR",14,25,177,41,64,142,49,36,13,22,13,5
"83","8471634","2011","TBL",4,7,22,12,15,40,29,3,4,3,0,1
"84","8469812","2011","CAR",17,13,121,14,56,169,90,36,7,16,16,1
"85","8468575","2011","TBL",2,18,43,22,41,87,32,8,7,20,16,1
"86","8469765","2011","TBL",2,18,34,40,40,70,16,5,0,1,48,0
"87","8469638","2011","CAR",11,33,39,43,61,97,52,21,5,8,10,1
"88","8465210","2011","TBL",3,11,119,110,28,72,24,10,0,1,37,0
"89","8467925","2011","TBL",2,5,84,29,17,59,29,6,7,12,1,1
"90","8473962","2011","TBL",22,40,13,10,53,126,87,17,3,12,4,2
"91","8466142","2011","TBL",1,17,185,157,44,73,33,9,2,3,25,0
"92","8469476","2011","CAR",1,17,111,100,28,58,20,11,0,0,26,1
"93","8470595","2011","CAR",24,43,43,33,92,210,93,38,9,19,31,5
"94","8474564","2011","TBL",58,35,101,34,95,217,133,24,14,13,28,1
"95","8470137","2011","CAR",5,11,26,39,22,51,16,7,1,1,26,0
"96","8467988","2011","TBL",17,26,124,35,45,111,64,8,17,13,6,0
"97","8466378","2011","TBL",25,45,15,37,73,144,67,11,8,17,36,0
"98","8475118","2011","TBL",3,15,54,67,25,72,30,5,0,3,34,0
"99","8475784","2011","CAR",19,22,41,13,71,174,69,34,7,15,44,4
"100","8470283","2011","CAR",12,11,57,31,24,55,27,13,1,2,8,4
"101","8465200","2011","CAR",2,24,21,74,37,71,20,9,0,1,39,1
"102","8469531","2011","CAR",9,12,101,137,51,102,31,28,0,2,38,2
"103","8470618","2011","CAR",7,10,86,13,19,50,25,5,4,7,8,1
"104","8473482","2011","CAR",16,17,77,52,44,113,71,23,8,4,2,4
"105","8475753","2011","CAR",7,13,102,78,48,86,25,14,1,3,41,0
"106","8470775","2011","TBL",8,6,97,54,21,69,38,8,4,12,4,1
"107","8474610","2011","CAR",1,2,16,3,10,16,6,5,1,2,2,0
"108","8470320","2011","CAR",1,0,0,0,0,0,0,0,0,0,0,0
"109","8475792","2011","TBL",4,9,47,18,33,83,50,10,7,10,2,1
"110","8471767","2011","TBL",3,4,42,24,14,46,25,7,0,4,4,4
"111","8460806","2011","TBL",0,0,0,0,0,0,0,0,0,0,0,0
"112","8469455","2011","OTT",33,47,29,24,102,192,99,29,2,10,49,0
"113","8470599","2011","OTT",32,24,48,44,94,174,74,35,18,25,14,5
"114","8468083","2011","DET",24,42,44,23,86,224,108,30,7,48,24,2
"115","8474566","2011","OTT",0,1,7,1,5,5,3,0,0,1,0,0
"116","8466149","2011","DET",11,18,87,30,57,169,72,26,12,37,18,2
"117","8471683","2011","OTT",1,15,121,56,29,29,18,1,0,0,10,0
"118","8470201","2011","DET",24,24,43,9,48,92,30,13,7,15,25,2
"119","8467514","2011","DET",18,45,71,25,61,135,70,30,6,16,9,2
"120","8470273","2011","DET",7,22,54,83,78,166,36,17,1,3,109,0
"121","8473588","2011","OTT",7,15,15,66,49,126,79,19,6,9,9,2
"122","8474250","2011","OTT",14,11,169,40,69,118,67,15,3,17,15,1
"123","8460743","2011","DET",11,13,47,6,29,74,28,4,15,11,12,4
"124","8462225","2011","OTT",6,23,50,141,37,71,29,10,0,2,30,0
"125","8473422","2011","OTT",14,33,193,24,37,138,77,18,8,25,3,0
"126","8467331","2011","DET",6,14,165,105,36,83,17,16,0,3,46,1
"127","8471862","2011","OTT",15,18,186,42,54,160,77,35,10,23,6,3
"128","8473558","2011","DET",7,4,35,29,19,48,23,10,2,7,4,0
"129","8470778","2011","DET",12,10,76,61,28,114,64,17,6,11,9,2
"130","8460621","2011","OTT",27,30,55,31,69,149,73,18,5,6,47,0
"131","8471716","2011","DET",6,12,141,39,36,108,52,20,8,15,10,0
"132","8475637","2011","OTT",6,10,36,13,32,83,54,14,1,4,9,0
"133","8471693","2011","DET",1,10,55,32,16,54,13,9,0,0,32,0
"134","8468509","2011","DET",14,22,111,169,47,117,36,17,3,6,55,0
"135","8459444","2011","DET",11,21,85,21,39,90,40,12,8,13,13,2
"136","8471794","2011","DET",8,13,89,24,42,100,50,21,3,9,11,1
"137","8467493","2011","OTT",11,14,268,15,29,106,60,6,12,11,10,1
"138","8476205","2011","OTT",3,2,10,11,13,23,11,2,1,3,6,0
"139","8470047","2011","DET",20,41,37,25,55,108,68,18,8,12,2,0
"140","8476459","2011","OTT",0,1,13,3,7,9,3,4,1,0,1,0
"141","8471309","2011","DET",26,23,66,29,88,165,96,37,8,12,6,5
"142","8464956","2011","OTT",5,12,129,130,39,81,35,15,0,5,25,1
"143","8470318","2011","DET",1,10,114,42,23,56,19,5,0,1,31,0
"144","8475174","2011","OTT",5,12,221,72,20,54,28,4,0,5,17,0
"145","8457063","2011","DET",10,23,35,70,61,125,11,10,1,1,102,0
"146","8474578","2011","OTT",17,53,73,65,110,234,109,33,2,1,88,1
"147","8470657","2011","DET",0,1,0,0,0,0,0,0,0,0,0,0
"148","8458951","2011","OTT",6,31,58,105,58,118,34,12,0,5,67,0
"149","8467950","2011","OTT",0,3,1,0,0,0,0,0,0,0,0,0
