"","PlayerId","yr","TmAbbrev","G","A","Hits","Blocked","Missed","SOG","Wrist","Snap","Tip","Back","Slap","Deflected"
"1","","2012",NA,0,0,0,0,0,0,0,0,0,0,0,0
"2","8471675","2012","PIT",21,49,24,23,59,156,67,34,11,20,23,0
"3","8474568","2012","PHI",3,8,173,93,21,71,25,14,0,1,31,0
"4","8470543","2012","PIT",27,34,141,19,51,113,52,21,5,15,18,2
"5","8468498","2012","PIT",1,8,147,126,19,35,18,4,0,0,13,0
"6","8476461","2012","PHI",4,10,27,24,21,68,32,24,1,5,5,1
"7","8470171","2012","PHI",4,5,54,24,12,33,16,7,1,1,5,1
"8","8474025","2012","PIT",1,3,75,16,16,40,20,5,2,11,1,1
"9","8471269","2012","PHI",1,3,74,78,13,19,9,5,0,0,5,0
"10","8476177","2012","PHI",10,11,47,30,31,58,26,12,3,8,6,1
"11","8471707","2012","PIT",25,18,65,16,63,150,80,44,4,7,12,1
"12","8468674","2012","PIT",0,6,71,60,11,30,14,4,0,2,10,0
"13","8476872","2012","PHI",0,0,10,1,0,10,3,4,0,1,1,1
"14","8475155","2012","PIT",2,5,48,36,9,29,10,7,0,4,8,0
"15","8474091","2012","PIT",13,9,45,44,38,91,46,23,5,9,7,0
"16","8471311","2012","PIT",8,8,53,10,24,93,49,27,3,6,6,0
"17","8459670","2012","PHI",5,23,31,69,32,66,18,13,0,0,35,0
"18","8474138","2012","PIT",3,3,6,5,12,23,10,8,0,4,1,0
"19","8474736","2012","PHI",3,2,130,10,6,12,5,3,0,0,1,0
"20","8471724","2012","PIT",8,44,71,82,54,128,65,33,0,12,18,0
"21","8470601","2012","PHI",1,4,68,60,25,30,13,5,0,0,12,0
"22","8473512","2012","PHI",13,32,55,27,54,115,59,37,3,5,11,0
"23","8474892","2012","PHI",0,0,2,1,1,2,1,0,0,0,1,0
"24","8468542","2012","PIT",7,25,29,85,36,49,12,9,0,4,24,0
"25","8471702","2012","PIT",4,11,57,53,50,78,13,11,0,1,53,0
"26","8470854","2012","PIT",2,1,123,20,5,37,20,9,1,2,3,1
"27","8471236","2012","PHI",0,2,18,21,5,17,9,2,0,0,6,0
"28","8474161","2012","PHI",21,24,20,8,35,99,38,28,3,6,22,0
"29","8468486","2012","PHI",6,3,65,21,34,61,19,20,6,4,8,3
"30","8471215","2012","PIT",13,34,16,18,68,148,62,20,3,29,32,1
"31","8474190","2012","PHI",15,15,71,12,29,91,42,26,4,10,6,1
"32","8465951","2012","PIT",8,17,153,45,33,68,32,16,2,9,7,1
"33","8468520","2012","PHI",1,4,15,14,12,19,5,3,1,1,9,0
"34","8466393","2012","PIT",26,21,119,49,69,137,59,27,8,17,24,0
"35","8465166","2012","PIT",3,7,127,45,19,51,26,5,4,12,3,1
"36","8475170","2012","PHI",8,18,108,22,30,69,28,23,5,8,4,1
"37","8468524","2012","PHI",0,3,0,0,0,0,0,0,0,0,0,0
"38","8468172","2012","PHI",4,9,49,34,20,33,22,6,0,2,2,1
"39","8470594","2012","PIT",0,3,0,0,0,0,0,0,0,0,0,0
"40","8473412","2012","WPG",6,23,25,14,22,71,36,14,4,10,5,2
"41","8471217","2012","WPG",16,23,91,24,56,91,52,21,4,3,10,1
"42","8470760","2012","OTT",3,13,130,77,14,57,26,5,1,3,22,0
"43","8475169","2012","WPG",16,15,130,17,71,152,76,41,1,15,12,3
"44","8458951","2012","OTT",3,27,26,63,40,80,38,4,1,0,37,0
"45","8475788","2012","WPG",4,6,97,15,24,45,23,11,0,7,2,2
"46","8474578","2012","OTT",7,15,16,31,49,98,61,11,0,1,25,0
"47","8467493","2012","OTT",4,9,224,11,30,84,59,6,3,5,4,0
"48","8475164","2012","OTT",11,9,42,14,41,120,66,20,5,14,13,0
"49","8470599","2012","OTT",7,11,20,15,39,77,42,13,3,10,9,0
"50","8470834","2012","WPG",8,19,71,38,43,119,31,24,1,1,60,0
"51","8474605","2012","OTT",3,13,25,25,19,64,27,7,0,1,29,0
"52","8471218","2012","WPG",16,19,72,32,54,102,57,24,2,9,10,0
"53","8470289","2012","WPG",1,0,39,12,8,20,13,0,1,3,2,0
"54","8474074","2012","WPG",4,4,14,25,24,26,11,2,0,1,12,0
"55","8471482","2012","WPG",4,10,72,44,18,43,13,8,0,2,20,0
"56","8460621","2012","OTT",12,21,39,30,46,100,57,13,5,1,23,1
"57","8470378","2012","OTT",3,9,31,51,25,49,23,6,1,1,18,0
"58","8471670","2012","OTT",6,5,43,9,20,42,17,11,2,7,5,0
"59","8468493","2012","WPG",0,13,27,111,20,45,15,7,0,2,21,0
"60","8474024","2012","OTT",5,1,20,10,8,29,16,7,0,3,1,1
"61","8470614","2012","WPG",1,1,97,68,23,34,14,8,0,1,11,0
"62","8470828","2012","WPG",4,11,9,37,13,17,2,2,0,0,13,0
"63","8466140","2012","WPG",7,6,77,23,36,73,42,13,2,7,8,1
"64","8474068","2012","OTT",17,16,38,19,56,109,60,18,3,8,18,1
"65","8469501","2012","WPG",1,2,60,19,4,9,3,3,1,1,1,0
"66","8467412","2012","WPG",4,5,66,14,26,37,19,7,2,5,3,1
"67","8469455","2012","OTT",2,3,2,2,6,11,5,2,0,0,3,0
"68","8464956","2012","OTT",4,7,95,80,26,88,40,13,0,4,30,0
"69","8476460","2012","WPG",0,0,3,0,3,5,4,1,0,0,0,0
"70","8467950","2012","OTT",0,0,0,0,0,0,0,0,0,0,0,0
"71","8471862","2012","OTT",9,11,124,23,38,79,44,14,6,6,5,0
"72","8473588","2012","OTT",5,13,16,28,27,70,44,13,2,7,3,1
"73","8471299","2012","OTT",0,3,8,5,9,32,16,5,1,3,5,0
"74","8474250","2012","OTT",5,11,106,18,43,90,52,14,5,9,10,0
"75","8467353","2012","WPG",6,10,68,27,12,49,27,8,3,4,4,1
"76","8471715","2012","WPG",0,0,0,0,0,0,0,0,0,0,0,0
"77","8469581","2012","WPG",4,8,8,9,9,26,9,5,4,2,3,2
"78","8473604","2012","CHI",23,33,41,28,34,152,102,9,3,16,7,5
"79","8474563","2012","LAK",7,17,157,70,55,123,43,19,1,2,57,0
"80","8474100","2012","LAK",6,9,95,13,36,61,37,9,5,3,4,0
"81","8470607","2012","CHI",9,12,169,119,38,75,20,2,0,0,53,0
"82","8473453","2012","LAK",6,11,125,39,44,102,59,18,8,10,3,2
"83","8470666","2012","CHI",2,2,41,6,5,20,9,5,1,2,3,0
"84","8474594","2012","LAK",11,25,117,61,65,96,39,3,0,3,51,0
"85","8470606","2012","LAK",17,11,201,16,71,133,73,24,4,15,16,0
"86","8469665","2012","CHI",5,11,49,105,29,59,17,3,0,0,38,0
"87","8469544","2012","CHI",15,16,72,14,50,143,77,19,2,11,33,1
"88","8470121","2012","LAK",0,3,56,22,7,7,1,1,0,0,5,0
"89","8468526","2012","LAK",7,12,122,46,24,67,26,12,3,7,18,1
"90","8470281","2012","CHI",5,33,34,80,36,116,28,8,0,0,80,0
"91","8466148","2012","CHI",21,22,28,17,50,129,78,16,2,11,22,0
"92","8467452","2012","LAK",1,14,45,98,22,39,16,2,0,1,20,0
"93","8474141","2012","CHI",28,34,10,13,62,170,116,15,1,21,16,0
"94","8471245","2012","CHI",10,10,67,13,12,59,28,8,1,8,11,0
"95","8470604","2012","LAK",28,14,40,30,75,139,70,23,13,13,13,2
"96","8470662","2012","LAK",2,7,113,16,9,21,9,1,2,4,4,0
"97","8475325","2012","LAK",2,4,79,4,9,17,8,4,0,3,1,0
"98","8475160","2012","LAK",7,9,187,13,31,59,34,10,3,8,4,0
"99","8471769","2012","CHI",2,11,43,119,26,42,8,5,0,2,27,0
"100","8471254","2012","CHI",18,19,164,14,38,96,58,15,3,4,14,0
"101","8470617","2012","LAK",14,25,80,30,58,80,38,11,6,7,13,0
"102","8471208","2012","LAK",5,13,115,8,36,88,52,12,2,9,9,4
"103","8468508","2012","LAK",16,23,46,14,68,167,94,24,4,13,23,4
"104","8475323","2012","CHI",7,11,22,39,15,64,38,5,2,11,3,0
"105","8469992","2012","CHI",1,0,25,29,9,20,7,2,0,1,10,0
"106","8475181","2012","CHI",5,11,48,45,27,78,25,6,0,3,43,1
"107","8476381","2012","CHI",13,8,122,18,24,68,35,5,8,6,8,2
"108","8473537","2012","CHI",7,16,58,20,47,108,75,12,1,7,10,0
"109","8473564","2012","CHI",6,13,57,36,41,115,70,15,1,12,15,1
"110","8467346","2012","LAK",5,9,21,14,26,66,23,24,2,7,8,2
"111","8474518","2012","LAK",2,5,20,31,14,26,15,1,0,2,8,0
"112","8474166","2012","LAK",1,6,31,29,21,26,14,5,0,0,7,0
"113","8471734","2012","LAK",0,1,0,0,0,0,0,0,0,0,0,0
"114","8475650","2012","CHI",0,0,52,5,10,33,25,1,0,3,3,0
"115","8471276","2012","BOS",18,37,72,40,43,113,65,21,2,10,15,0
"116","8467389","2012","NYR",12,21,27,39,44,97,40,19,1,7,28,1
"117","8474176","2012","NYR",10,14,57,27,36,137,73,16,8,17,11,1
"118","8470596","2012","BOS",17,21,52,14,40,120,52,31,11,2,22,0
"119","8476462","2012","BOS",4,13,55,33,31,75,26,15,0,3,31,0
"120","8471686","2012","NYR",2,7,40,22,17,12,2,3,0,0,7,0
"121","8470638","2012","BOS",17,24,53,30,60,152,85,24,10,16,11,2
"122","8470619","2012","NYR",5,5,153,45,39,48,18,9,3,8,10,0
"123","8471958","2012","NYR",3,13,114,129,40,81,25,14,0,0,42,0
"124","8467967","2012","BOS",4,6,87,37,23,57,31,11,1,6,8,0
"125","8469619","2012","BOS",4,12,145,158,44,93,36,16,0,2,39,0
"126","8471339","2012","NYR",17,16,185,83,61,136,77,20,9,17,10,2
"127","8470041","2012","NYR",20,22,58,24,42,176,100,39,8,18,5,0
"128","8471514","2012","BOS",8,10,40,26,33,104,57,27,3,7,5,0
"129","8474772","2012","NYR",0,0,8,6,0,0,0,0,0,0,0,0
"130","8474584","2012","NYR",4,18,99,77,42,82,27,17,2,3,33,0
"131","8470169","2012","BOS",7,13,97,31,36,57,31,5,7,2,8,0
"132","8468483","2012","NYR",11,11,19,16,27,114,60,23,9,15,7,0
"133","8471717","2012","BOS",3,4,114,77,23,31,11,5,0,1,14,0
"134","8467881","2012","NYR",8,7,106,41,26,54,32,5,7,5,1,0
"135","8467831","2012","NYR",1,2,50,21,13,29,17,4,3,3,1,0
"136","8473473","2012","BOS",13,29,218,31,54,102,50,21,7,8,15,1
"137","8465009","2012","BOS",10,23,151,97,59,145,37,26,2,2,78,0
"138","8473419","2012","BOS",19,25,56,27,44,114,62,27,4,12,7,0
"139","8475794","2012","BOS",16,20,53,12,80,192,69,53,10,14,44,1
"140","8470230","2012","BOS",12,11,78,18,28,69,31,17,3,7,8,1
"141","8471695","2012","BOS",0,1,0,0,0,0,0,0,0,0,0,0
"142","8474613","2012","NYR",18,24,61,33,51,101,58,22,5,12,4,0
"143","8474151","2012","NYR",3,17,83,92,37,87,39,20,0,4,24,0
"144","8466333","2012","BOS",4,9,123,67,43,74,24,11,2,1,36,0
"145","8470187","2012","BOS",7,6,143,141,49,123,39,20,0,0,63,0
"146","8471246","2012","BOS",1,3,16,7,11,19,6,2,4,1,6,0
"147","8471873","2012","NYR",3,3,79,57,25,64,26,11,1,1,24,1
"148","8475184","2012","NYR",3,2,50,6,14,21,9,7,1,3,1,0
"149","8469755","2012","NYR",0,0,0,1,0,0,0,0,0,0,0,0
"150","8467336","2012","NYR",0,3,54,7,10,22,16,0,1,4,1,0
"151","8465978","2012","BOS",2,8,117,14,23,71,34,17,4,3,11,1
"152","8471362","2012","TOR",8,8,51,23,48,80,45,16,5,10,4,0
"153","8469474","2012","MTL",2,2,42,21,14,23,10,0,0,5,7,0
"154","8473466","2012","MTL",2,0,56,15,11,16,12,1,0,0,2,0
"155","8475681","2012","TOR",0,0,0,0,0,0,0,0,0,0,0,0
"156","8469521","2012","MTL",12,18,27,18,41,119,61,18,4,11,19,0
"157","8465914","2012","MTL",1,8,74,46,14,45,19,4,0,1,20,0
"158","8470207","2012","TOR",11,8,37,11,20,49,23,11,4,7,2,0
"159","8474037","2012","TOR",19,17,66,13,43,146,61,33,14,24,4,2
"160","8471296","2012","MTL",3,8,102,39,24,23,12,1,0,0,10,0
"161","8471504","2012","MTL",9,5,47,11,44,62,35,7,5,9,6,0
"162","8467396","2012","MTL",9,4,84,25,38,65,36,7,4,7,8,3
"163","8475172","2012","TOR",17,25,69,20,54,88,52,15,7,11,1,0
"164","8475098","2012","TOR",12,16,73,21,25,55,33,10,4,5,2,1
"165","8471283","2012","MTL",5,9,100,29,9,37,19,6,1,3,4,0
"166","8468639","2012","TOR",2,9,51,52,15,46,17,9,0,2,18,0
"167","8473548","2012","TOR",20,30,17,23,66,151,99,38,1,5,7,0
"168","8474497","2012","TOR",0,8,47,64,29,45,20,8,0,0,16,1
"169","8471976","2012","MTL",10,18,33,17,22,50,33,4,3,6,3,0
"170","8469460","2012","TOR",0,0,11,6,2,1,1,0,0,0,0,0
"171","8474157","2012","MTL",15,20,68,18,52,140,95,21,4,11,8,0
"172","8476851","2012","MTL",10,19,27,29,33,79,52,10,4,8,3,0
"173","8474189","2012","MTL",7,19,79,29,34,66,35,11,4,6,10,0
"174","8468635","2012","MTL",1,4,83,25,23,34,15,2,7,8,1,0
"175","8471371","2012","TOR",1,1,81,11,14,14,7,3,0,3,1,0
"176","8467496","2012","MTL",8,19,23,59,38,67,28,3,1,1,33,1
"177","8473463","2012","TOR",4,5,182,25,28,47,26,8,5,5,3,0
"178","8465200","2012","MTL",0,3,2,11,5,11,2,0,0,0,9,0
"179","8470667","2012","TOR",9,11,46,16,30,53,31,8,3,4,6,1
"180","8470324","2012","MTL",2,6,65,112,23,37,15,5,0,0,17,0
"181","8468778","2012","TOR",1,3,92,15,5,15,7,4,3,1,0,0
"182","8473579","2012","TOR",5,16,135,48,33,65,33,15,7,5,2,0
"183","8467407","2012","MTL",13,10,38,22,36,93,42,6,4,14,25,1
"184","8474125","2012","TOR",1,15,88,75,13,28,14,3,0,1,10,0
"185","8471742","2012","TOR",6,27,141,61,27,67,37,11,0,1,18,0
"186","8469508","2012","TOR",8,8,81,41,10,38,18,7,2,7,2,1
"187","8476244","2012","MTL",1,11,22,58,18,38,14,2,0,0,22,0
"188","8470602","2012","TOR",10,17,146,97,43,89,35,7,0,1,46,0
"189","8471679","2012","MTL",0,0,0,0,0,0,0,0,0,0,0,0
"190","8471233","2012","NJD",7,12,25,9,31,63,28,19,5,8,2,1
"191","8469623","2012","NJD",3,12,44,35,35,74,13,14,0,1,46,0
"192","8473449","2012","NYI",6,17,45,22,36,89,50,10,6,8,13,0
"193","8475166","2012","NYI",28,21,32,18,63,129,71,19,12,10,12,1
"194","8460626","2012","NJD",0,1,31,55,10,24,7,2,1,0,14,0
"195","8470852","2012","NYI",17,26,32,25,43,141,67,36,14,14,7,1
"196","8470144","2012","NYI",5,22,23,49,26,88,42,19,4,13,8,2
"197","8464977","2012","NJD",2,6,26,8,10,17,7,1,1,6,1,0
"198","8468309","2012","NYI",8,21,31,83,34,68,15,9,1,3,40,0
"199","8460705","2012","NYI",0,4,0,0,0,0,0,0,0,0,0,0
"200","8474612","2012","NYI",3,8,70,96,39,67,31,4,0,0,32,0
"201","8460542","2012","NJD",13,21,15,11,28,78,39,16,7,7,9,0
"202","8467931","2012","NYI",0,3,25,21,11,20,8,4,0,0,8,0
"203","8474666","2012","NYI",2,4,28,2,14,27,11,5,3,4,2,0
"204","8471701","2012","NYI",0,1,19,12,2,0,0,0,0,0,0,0
"205","8470609","2012","NJD",7,4,42,13,20,61,26,9,12,7,5,0
"206","8470123","2012","NJD",0,0,5,0,0,0,0,0,0,0,0,0
"207","8476870","2012","NJD",1,1,22,1,1,17,8,7,0,0,2,0
"208","8471816","2012","NJD",0,4,19,37,16,29,7,7,0,0,15,0
"209","8470920","2012","NJD",13,8,67,3,41,123,56,28,9,13,13,2
"210","8473565","2012","NYI",1,3,37,22,9,15,2,4,0,2,7,0
"211","8474582","2012","NJD",0,1,1,1,1,2,1,0,0,1,0,0
"212","8469779","2012","NYI",5,8,35,20,15,46,22,8,6,1,7,0
"213","8468501","2012","NJD",1,3,37,38,16,30,7,2,0,0,21,0
"214","8470644","2012","NYI",6,10,115,10,21,75,44,15,4,5,7,0
"215","8472410","2012","NJD",2,10,70,12,20,45,25,8,3,3,4,1
"216","8469454","2012","NJD",11,17,8,11,46,96,36,17,2,6,35,0
"217","8475185","2012","NJD",1,2,12,7,14,17,6,9,0,1,1,0
"218","8473546","2012","NYI",15,7,31,20,21,91,48,21,3,9,10,0
"219","8474709","2012","NYI",4,6,231,20,17,59,30,12,7,6,2,1
"220","8473646","2012","NJD",4,8,41,14,21,48,16,16,4,8,3,0
"221","8473584","2012","NYI",3,8,21,122,20,43,14,5,1,0,23,0
"222","8460720","2012","NYI",0,0,21,6,2,5,2,2,0,1,0,0
"223","8464967","2012","NYI",0,4,21,15,8,34,22,5,3,1,0,2
"224","8468504","2012","NYI",7,28,49,23,45,86,47,6,6,12,12,3
"225","8472382","2012","NJD",3,9,39,54,25,48,15,10,1,0,21,1
"226","8466182","2012","NJD",1,3,14,15,9,18,6,3,0,0,9,0
"227","8455710","2012","NJD",1,2,0,0,0,0,0,0,0,0,0,0
"228","8473563","2012","WSH",8,39,36,37,37,86,49,12,10,5,10,0
"229","8465202","2012","TBL",1,14,36,61,17,41,12,5,0,0,24,0
"230","8471214","2012","WSH",31,24,144,23,104,202,88,55,3,17,39,0
"231","8467988","2012","TBL",6,2,47,9,11,31,13,3,6,4,2,0
"232","8471426","2012","WSH",19,14,118,24,47,97,43,19,11,7,15,0
"233","8470647","2012","TBL",1,7,41,15,22,43,26,8,3,3,3,0
"234","8471768","2012","TBL",7,7,21,31,19,49,26,5,5,6,4,1
"235","8467371","2012","WSH",14,37,65,32,24,54,31,4,4,3,9,2
"236","8468208","2012","WSH",9,15,44,29,23,48,24,7,8,5,3,0
"237","8473991","2012","WSH",2,5,51,98,26,53,19,7,1,0,26,0
"238","8471683","2012","TBL",0,0,46,24,9,13,7,3,0,0,3,0
"239","8466251","2012","WSH",4,13,93,13,27,101,65,15,6,7,7,0
"240","8470775","2012","TBL",6,7,78,27,26,48,24,7,3,7,6,0
"241","8471242","2012","WSH",12,15,46,65,44,97,34,12,0,0,51,0
"242","8466378","2012","TBL",16,41,21,31,37,89,46,4,3,11,23,0
"243","8467925","2012","TBL",0,4,55,26,10,34,15,7,1,7,2,1
"244","8474048","2012","TBL",2,4,85,42,11,29,16,6,1,1,5,0
"245","8467329","2012","TBL",10,21,70,13,27,71,34,11,5,9,8,0
"246","8471240","2012","WSH",0,3,17,25,4,12,5,0,0,0,7,0
"247","8474564","2012","TBL",26,27,55,15,63,113,59,16,9,5,21,2
"248","8473618","2012","WSH",7,14,37,8,18,43,23,7,4,7,2,0
"249","8466142","2012","TBL",4,8,81,90,21,46,17,9,0,1,19,0
"250","8470640","2012","TBL",5,14,28,82,18,59,38,9,0,2,10,0
"251","8468611","2012","WSH",5,3,103,36,30,50,26,11,6,4,3,0
"252","8465012","2012","WSH",0,2,5,15,5,8,4,0,0,0,4,0
"253","8458938","2012","WSH",0,2,7,13,6,7,4,0,0,0,3,0
"254","8469765","2012","TBL",1,8,14,19,18,40,14,7,0,2,17,0
"255","8473962","2012","TBL",11,22,11,7,25,75,51,7,1,9,7,0
"256","8474590","2012","WSH",6,16,54,138,47,104,23,11,1,3,66,0
"257","8474291","2012","WSH",3,6,56,21,25,57,29,5,4,13,2,1
"258","8476195","2012","TBL",14,18,47,15,20,59,27,8,9,10,4,1
"259","8474519","2012","WSH",3,7,14,43,19,28,19,1,0,1,7,0
"260","8475167","2012","TBL",2,15,50,74,29,65,37,10,0,1,17,0
"261","8471678","2012","TBL",8,11,29,6,22,43,22,7,9,3,2,0
"262","8471234","2012","WSH",4,5,5,9,18,44,17,10,5,8,3,0
"263","8475149","2012","WSH",7,16,19,9,13,42,18,12,5,4,2,0
"264","8469457","2012","FLA",0,3,4,9,6,16,9,2,0,1,4,0
"265","8460492","2012","FLA",0,1,3,8,4,6,2,2,0,0,2,0
"266","8473533","2012","CAR",9,20,96,19,41,102,56,14,9,16,3,3
"267","8476456","2012","FLA",13,16,28,18,30,84,48,14,8,3,10,0
"268","8474610","2012","CAR",1,2,14,4,11,17,9,3,1,2,2,0
"269","8474184","2012","FLA",0,3,78,47,17,24,15,1,0,1,7,0
