"","PlayerId","yr","TmAbbrev","G","A","Hits","Blocked","Missed","SOG","Wrist","Snap","Tip","Back","Slap","Deflected"
"1","","2013",NA,0,0,0,0,0,0,0,0,0,0,0,0
"2","8475098","2013","TOR",16,28,54,39,28,69,33,13,8,12,3,0
"3","8471742","2013","TOR",4,22,232,88,52,84,31,23,0,1,29,0
"4","8475848","2013","MTL",21,28,42,44,81,197,132,12,8,24,17,3
"5","8476851","2013","MTL",14,17,44,23,31,89,61,6,4,14,1,0
"6","8474581","2013","TOR",8,20,83,70,42,110,53,18,2,6,31,0
"7","8475797","2013","MTL",0,2,35,25,9,9,6,1,0,0,2,0
"8","8469508","2013","TOR",4,5,107,46,23,51,24,11,1,5,4,1
"9","8468635","2013","MTL",2,8,94,58,31,58,37,1,8,11,1,0
"10","8468778","2013","TOR",0,0,88,10,10,11,3,3,2,1,2,0
"11","8471283","2013","MTL",6,9,123,35,6,50,31,7,0,5,6,0
"12","8475154","2013","TOR",0,3,44,7,7,19,11,4,0,3,0,0
"13","8465914","2013","MTL",4,4,79,70,13,31,21,5,0,1,4,0
"14","8469521","2013","MTL",22,24,52,52,104,197,106,23,4,12,49,2
"15","8471504","2013","MTL",16,9,136,13,71,137,76,10,9,19,16,1
"16","8470324","2013","MTL",1,14,108,198,34,35,17,2,0,0,15,0
"17","8474056","2013","MTL",15,50,159,140,95,211,74,12,0,6,119,0
"18","8474037","2013","TOR",24,26,94,24,61,206,94,47,15,35,5,0
"19","8475172","2013","TOR",17,25,109,24,62,102,51,16,12,14,5,1
"20","8470602","2013","TOR",7,18,189,133,59,106,30,18,4,2,52,0
"21","8471976","2013","MTL",17,39,34,38,36,98,46,10,10,14,15,1
"22","8467496","2013","MTL",8,42,73,203,63,142,71,15,0,7,49,0
"23","8474189","2013","MTL",15,22,147,60,50,130,90,11,3,15,8,1
"24","8471245","2013","TOR",8,3,37,13,10,24,12,4,0,4,3,1
"25","8470085","2013","TOR",6,8,102,63,21,47,18,6,0,0,23,0
"26","8471748","2013","TOR",1,0,92,75,10,10,5,4,0,0,1,0
"27","8470867","2013","TOR",2,6,59,17,20,44,25,9,2,3,5,0
