gameId,teamAbbrev,firstName,lastName,period,startTime,endTime,shiftNumber,eventDescription,eventDetails,typeCode,teamId,hexValue,detailCode,playerId,teamName,id,teamAbbrev,eventNumber,duration
2016020767,NYI,Jason,Chimera,1,00:00,00:28,1,,,517,2,#003087,0,8466251,New York Islanders,6781632,NYI,4,00:28
2016020767,NYI,Jason,Chimera,1,02:53,03:23,2,,,517,2,#003087,0,8466251,New York Islanders,6781633,NYI,159,00:30
2016020767,NYI,Jason,Chimera,1,05:36,06:17,3,,,517,2,#003087,0,8466251,New York Islanders,6781634,NYI,166,00:41
2016020767,NYI,Jason,Chimera,1,08:36,09:15,4,,,517,2,#003087,0,8466251,New York Islanders,6781635,NYI,171,00:39
2016020767,NYI,Jason,Chimera,1,11:07,11:35,5,,,517,2,#003087,0,8466251,New York Islanders,6782718,NYI,176,00:28
2016020767,NYI,Jason,Chimera,1,13:09,13:54,6,,,517,2,#003087,0,8466251,New York Islanders,6782719,NYI,183,00:45
2016020767,NYI,Jason,Chimera,1,18:12,18:49,7,,,517,2,#003087,0,8466251,New York Islanders,6782720,NYI,190,00:37
2016020767,NYI,Jason,Chimera,2,00:00,00:45,8,,,517,2,#003087,0,8466251,New York Islanders,6782721,NYI,193,00:45
2016020767,NYI,Jason,Chimera,2,03:04,04:08,9,,,517,2,#003087,0,8466251,New York Islanders,6782722,NYI,198,01:04
2016020767,NYI,Jason,Chimera,2,06:26,06:53,10,,,517,2,#003087,0,8466251,New York Islanders,6782723,NYI,358,00:27
2016020767,NYI,Jason,Chimera,2,10:22,12:04,11,,,517,2,#003087,0,8466251,New York Islanders,6782724,NYI,364,01:42
2016020767,NYI,Jason,Chimera,2,14:01,14:24,12,,,517,2,#003087,0,8466251,New York Islanders,6782725,NYI,367,00:23
2016020767,NYI,Jason,Chimera,2,17:11,17:34,13,,,517,2,#003087,0,8466251,New York Islanders,6782726,NYI,373,00:23
2016020767,NYI,Jason,Chimera,2,18:44,19:13,14,,,517,2,#003087,0,8466251,New York Islanders,6782727,NYI,376,00:29
2016020767,NYI,Jason,Chimera,3,17:34,17:34,0,EVG,Brock Nelson,505,2,#003087,805,8466251,New York Islanders,6784821,NYI,655,
2016020767,NYI,Jason,Chimera,3,02:13,02:58,15,,,517,2,#003087,0,8466251,New York Islanders,6782728,NYI,382,00:45
2016020767,NYI,Jason,Chimera,3,04:39,05:38,16,,,517,2,#003087,0,8466251,New York Islanders,6782729,NYI,386,00:59
2016020767,NYI,Jason,Chimera,3,06:16,07:06,17,,,517,2,#003087,0,8466251,New York Islanders,6782730,NYI,390,00:50
2016020767,NYI,Jason,Chimera,3,08:24,09:05,18,,,517,2,#003087,0,8466251,New York Islanders,6782731,NYI,394,00:41
2016020767,NYI,Jason,Chimera,3,11:22,12:33,19,,,517,2,#003087,0,8466251,New York Islanders,6782732,NYI,604,01:11
2016020767,NYI,Jason,Chimera,3,13:39,14:09,20,,,517,2,#003087,0,8466251,New York Islanders,6784824,NYI,610,00:30
2016020767,NYI,Jason,Chimera,3,14:24,14:48,21,,,517,2,#003087,0,8466251,New York Islanders,6784825,NYI,612,00:24
2016020767,NYI,Jason,Chimera,3,17:14,17:34,22,,,517,2,#003087,0,8466251,New York Islanders,6784826,NYI,624,00:20
2016020767,NYI,Jason,Chimera,3,19:07,19:28,23,,,517,2,#003087,0,8466251,New York Islanders,6784827,NYI,629,00:21
2016020767,DET,Henrik,Zetterberg,1,01:09,02:10,1,,,517,17,#C8102E,0,8468083,Detroit Red Wings,6781636,DET,104,01:01
2016020767,DET,Henrik,Zetterberg,1,04:17,04:59,2,,,517,17,#C8102E,0,8468083,Detroit Red Wings,6781637,DET,114,00:42
2016020767,DET,Henrik,Zetterberg,1,05:36,06:17,3,,,517,17,#C8102E,0,8468083,Detroit Red Wings,6781638,DET,117,00:41
2016020767,DET,Henrik,Zetterberg,1,08:48,09:15,4,,,517,17,#C8102E,0,8468083,Detroit Red Wings,6781639,DET,124,00:27
2016020767,DET,Henrik,Zetterberg,1,10:07,11:10,5,,,517,17,#C8102E,0,8468083,Detroit Red Wings,6782733,DET,128,01:03
2016020767,DET,Henrik,Zetterberg,1,12:14,12:37,6,,,517,17,#C8102E,0,8468083,Detroit Red Wings,6782734,DET,133,00:23
2016020767,DET,Henrik,Zetterberg,1,16:19,16:40,7,,,517,17,#C8102E,0,8468083,Detroit Red Wings,6782735,DET,143,00:21
